Many,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Monday,Unpopular
Few,Normal,Normal,Few,Many,Many,Many,Lifestyle,Few,Few,Few,Monday,Unpopular
Few,Normal,Few,Normal,Many,Many,Few,Entertainment,Normal,Normal,Normal,Monday,Unpopular
Many,Many,Normal,Many,Many,Many,Few,Social Media,Normal,Normal,Normal,Monday,Popular
Normal,Many,Many,Many,Many,Many,Normal,Social Media,Normal,Normal,Normal,Monday,Unpopular
Many,Normal,Normal,Normal,Few,Many,Few,World,Many,Normal,Normal,Tuesday,Unpopular
Normal,Normal,Normal,Few,Many,Many,Many,World,Few,Few,Few,Tuesday,Unpopular
Normal,Few,Many,Normal,Many,Many,Few,Tech,Normal,Few,Few,Tuesday,Popular
Normal,Normal,Normal,Many,Many,Many,Normal,Entertainment,Normal,Few,Few,Tuesday,Unpopular
Many,Normal,Many,Many,Many,Many,Many,Lifestyle,Normal,Normal,Normal,Tuesday,Unpopular
Many,Normal,Normal,Normal,Many,Many,Many,Tech,Few,Few,Few,Tuesday,Unpopular
Few,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Tuesday,Popular
Many,Normal,Few,Normal,Many,Many,Normal,Business,Few,Few,Few,Tuesday,Unpopular
Normal,Many,Few,Normal,Many,Many,Few,Entertainment,Many,Many,Many,Tuesday,Popular
Many,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Tuesday,Unpopular
Many,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Tuesday,Unpopular
Normal,Normal,Normal,Many,Many,Many,Normal,Entertainment,Few,Few,Few,Wednesday,Unpopular
Many,Few,Few,Many,Few,Many,Few,Tech,Few,Few,Few,Wednesday,Unpopular
Many,Many,Many,Many,Many,Many,Normal,Business,Normal,Normal,Normal,Wednesday,Unpopular
Many,Many,Many,Few,Many,Many,Normal,Tech,Few,Few,Few,Wednesday,Popular
Few,Few,Normal,Many,Many,Many,Normal,Entertainment,Few,Normal,Normal,Wednesday,Popular
Many,Few,Normal,Many,Many,Many,Normal,Social Media,Many,Normal,Many,Wednesday,Popular
Normal,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Wednesday,Unpopular
Few,Normal,Few,Normal,Few,Many,Few,Entertainment,Normal,Many,Normal,Wednesday,Popular
Many,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Wednesday,Unpopular
Few,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Wednesday,Unpopular
Normal,Normal,Normal,Few,Many,Many,Many,World,Few,Few,Few,Wednesday,Unpopular
Many,Normal,Few,Many,Many,Many,Few,World,Few,Few,Few,Wednesday,Popular
Many,Many,Normal,Few,Many,Many,Few,Entertainment,Few,Few,Few,Wednesday,Unpopular
Normal,Few,Normal,Normal,Few,Many,Normal,Lifestyle,Many,Many,Many,Wednesday,Popular
Normal,Normal,Normal,Many,Many,Many,Normal,Entertainment,Few,Few,Few,Wednesday,Unpopular
Few,Many,Many,Many,Many,Many,Normal,Lifestyle,Few,Many,Normal,Wednesday,Unpopular
Many,Normal,Few,Normal,Many,Many,Few,Entertainment,Few,Normal,Normal,Wednesday,Popular
Many,Few,Normal,Many,Many,Many,Normal,Business,Normal,Normal,Normal,Wednesday,Popular
Normal,Many,Many,Many,Many,Many,Normal,Lifestyle,Few,Many,Normal,Wednesday,Unpopular
Few,Normal,Few,Many,Few,Many,Few,Tech,Few,Few,Few,Wednesday,Unpopular
Normal,Normal,Normal,Many,Many,Many,Normal,Business,Normal,Normal,Normal,Wednesday,Popular
Many,Normal,Normal,Many,Many,Many,Normal,Lifestyle,Normal,Normal,Normal,Wednesday,Popular
Many,Few,Few,Many,Few,Many,Normal,Entertainment,Few,Few,Few,Wednesday,Unpopular
Normal,Normal,Normal,Many,Many,Many,Normal,Entertainment,Normal,Many,Normal,Wednesday,Popular
Normal,Few,Normal,Many,Few,Many,Many,Tech,Few,Few,Few,Wednesday,Popular
Many,Few,Normal,Many,Many,Many,Normal,Tech,Few,Few,Few,Wednesday,Popular
Few,Normal,Normal,Many,Many,Many,Few,World,Normal,Normal,Normal,Wednesday,Popular
Normal,Normal,Normal,Many,Many,Many,Many,World,Normal,Normal,Normal,Wednesday,Popular
Many,Few,Few,Normal,Many,Many,Few,Social Media,Normal,Normal,Normal,Wednesday,Popular
Few,Normal,Normal,Many,Many,Many,Few,Entertainment,Normal,Normal,Normal,Wednesday,Popular
Normal,Normal,Few,Many,Many,Many,Normal,Lifestyle,Few,Few,Few,Wednesday,Unpopular
Normal,Normal,Normal,Many,Few,Many,Normal,Entertainment,Many,Normal,Many,Wednesday,Popular
Many,Normal,Normal,Few,Many,Many,Few,Lifestyle,Few,Few,Few,Wednesday,Popular
Many,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Wednesday,Popular
Normal,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Wednesday,Unpopular
Many,Few,Few,Many,Few,Many,Few,Entertainment,Few,Few,Few,Wednesday,Unpopular
Few,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Wednesday,Unpopular
Normal,Normal,Normal,Many,Many,Many,Few,Tech,Normal,Many,Normal,Wednesday,Popular
Many,Normal,Few,Few,Many,Many,Many,World,Few,Few,Few,Wednesday,Unpopular
Normal,Normal,Many,Normal,Few,Many,Normal,World,Normal,Normal,Normal,Wednesday,Unpopular
Normal,Many,Many,Many,Many,Many,Normal,Social Media,Normal,Normal,Normal,Wednesday,Popular
Few,Few,Few,Many,Many,Many,Normal,Business,Many,Many,Many,Wednesday,Popular
Normal,Normal,Normal,Few,Many,Many,Many,Business,Few,Few,Few,Wednesday,Unpopular
Few,Normal,Normal,Normal,Many,Many,Few,Entertainment,Normal,Few,Few,Wednesday,Popular
Normal,Normal,Normal,Few,Many,Many,Normal,World,Few,Few,Few,Wednesday,Popular
Normal,Normal,Normal,Many,Many,Many,Normal,Tech,Normal,Normal,Normal,Wednesday,Popular
Normal,Normal,Normal,Normal,Many,Many,Normal,World,Many,Normal,Normal,Wednesday,Unpopular
Few,Few,Normal,Many,Many,Many,Normal,Lifestyle,Normal,Normal,Normal,Wednesday,Unpopular
Many,Normal,Few,Few,Few,Many,Normal,Entertainment,Few,Few,Few,Wednesday,Popular
Normal,Few,Few,Normal,Many,Many,Few,Tech,Few,Few,Few,Wednesday,Popular
Many,Few,Few,Normal,Many,Many,Many,Tech,Normal,Normal,Normal,Wednesday,Unpopular
Normal,Normal,Few,Normal,Many,Many,Normal,Entertainment,Many,Normal,Normal,Wednesday,Unpopular
Normal,Few,Few,Normal,Many,Many,Many,Business,Normal,Normal,Normal,Wednesday,Popular
Normal,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Wednesday,Unpopular
Normal,Normal,Many,Few,Many,Many,Many,World,Few,Few,Few,Wednesday,Popular
Many,Normal,Normal,Normal,Many,Many,Normal,Business,Many,Normal,Normal,Wednesday,Unpopular
Few,Normal,Few,Normal,Many,Many,Few,Tech,Few,Few,Few,Wednesday,Unpopular
Normal,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Wednesday,Unpopular
Many,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Wednesday,Unpopular
Normal,Normal,Normal,Few,Many,Many,Normal,Business,Few,Few,Few,Wednesday,Popular
Many,Normal,Normal,Normal,Few,Many,Normal,Tech,Few,Few,Few,Wednesday,Popular
Many,Few,Normal,Many,Many,Many,Normal,Entertainment,Normal,Normal,Normal,Wednesday,Popular
Few,Many,Many,Many,Many,Many,Normal,Lifestyle,Few,Many,Normal,Wednesday,Popular
Many,Few,Normal,Few,Many,Many,Normal,World,Few,Few,Few,Wednesday,Unpopular
Few,Few,Many,Many,Few,Many,Few,Lifestyle,Many,Normal,Normal,Wednesday,Unpopular
Few,Normal,Few,Many,Many,Many,Normal,Tech,Many,Many,Many,Wednesday,Popular
Many,Many,Many,Many,Many,Many,Normal,Lifestyle,Few,Many,Normal,Wednesday,Unpopular
Many,Few,Few,Many,Many,Many,Normal,Business,Normal,Normal,Normal,Wednesday,Unpopular
Normal,Normal,Normal,Normal,Many,Many,Many,Entertainment,Normal,Many,Normal,Wednesday,Popular
Normal,Normal,Many,Normal,Many,Many,Normal,Entertainment,Few,Normal,Normal,Wednesday,Popular
Normal,Normal,Normal,Many,Many,Many,Normal,World,Few,Normal,Normal,Wednesday,Unpopular
Normal,Many,Many,Many,Many,Many,Normal,Lifestyle,Few,Many,Normal,Wednesday,Popular
Few,Few,Normal,Many,Many,Many,Few,Lifestyle,Many,Many,Many,Wednesday,Unpopular
Many,Normal,Normal,Many,Few,Many,Many,Business,Few,Normal,Few,Wednesday,Unpopular
Few,Few,Normal,Many,Many,Many,Normal,Entertainment,Normal,Normal,Normal,Thursday,Unpopular
Many,Few,Few,Many,Many,Many,Few,Entertainment,Few,Few,Few,Thursday,Popular
Many,Normal,Normal,Normal,Many,Many,Normal,Business,Few,Few,Few,Thursday,Unpopular
Many,Many,Normal,Normal,Many,Many,Few,Entertainment,Many,Many,Many,Thursday,Unpopular
Normal,Few,Normal,Normal,Many,Many,Many,Tech,Few,Few,Few,Thursday,Unpopular
Normal,Normal,Normal,Few,Many,Many,Normal,Business,Few,Few,Few,Thursday,Popular
Few,Few,Many,Few,Many,Many,Many,Lifestyle,Few,Few,Few,Thursday,Unpopular
Few,Normal,Normal,Normal,Few,Many,Normal,Entertainment,Few,Few,Few,Thursday,Popular
Many,Normal,Normal,Many,Many,Many,Normal,Lifestyle,Normal,Normal,Normal,Thursday,Unpopular
Many,Normal,Normal,Many,Many,Many,Normal,Business,Normal,Normal,Normal,Thursday,Unpopular
Normal,Many,Many,Many,Many,Many,Normal,Business,Few,Many,Normal,Thursday,Popular
Few,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Thursday,Unpopular
Normal,Normal,Normal,Many,Many,Many,Normal,Tech,Normal,Normal,Normal,Thursday,Popular
Normal,Many,Many,Many,Many,Many,Few,Entertainment,Normal,Normal,Normal,Thursday,Unpopular
Many,Few,Normal,Many,Few,Many,Normal,Tech,Many,Many,Many,Thursday,Popular
Normal,Many,Normal,Few,Many,Many,Many,Tech,Few,Few,Few,Thursday,Popular
Normal,Normal,Normal,Normal,Few,Many,Many,Tech,Normal,Few,Few,Thursday,Popular
Many,Normal,Many,Many,Many,Many,Few,Entertainment,Many,Many,Many,Thursday,Unpopular
Few,Normal,Normal,Many,Many,Many,Few,Entertainment,Normal,Many,Many,Thursday,Popular
Few,Normal,Normal,Many,Many,Many,Few,Business,Few,Few,Few,Thursday,Unpopular
Many,Normal,Normal,Many,Few,Many,Normal,Lifestyle,Normal,Normal,Normal,Thursday,Unpopular
Many,Many,Normal,Few,Many,Many,Normal,World,Few,Few,Few,Thursday,Unpopular
Many,Few,Many,Normal,Few,Many,Many,World,Many,Many,Many,Thursday,Popular
Normal,Normal,Normal,Many,Many,Many,Many,World,Normal,Few,Few,Thursday,Popular
Few,Many,Many,Many,Many,Many,Normal,Lifestyle,Few,Many,Normal,Thursday,Unpopular
Few,Normal,Normal,Few,Many,Many,Many,Lifestyle,Few,Few,Few,Thursday,Popular
Few,Many,Normal,Normal,Many,Many,Few,Tech,Many,Normal,Normal,Thursday,Popular
Normal,Normal,Normal,Normal,Many,Many,Many,World,Normal,Few,Few,Thursday,Popular
Normal,Many,Normal,Many,Many,Many,Normal,Entertainment,Few,Normal,Normal,Thursday,Unpopular
Few,Many,Normal,Many,Many,Many,Normal,Tech,Few,Normal,Normal,Thursday,Popular
Normal,Many,Normal,Few,Many,Many,Few,Business,Few,Few,Few,Thursday,Popular
Many,Normal,Normal,Few,Many,Many,Normal,Tech,Few,Few,Few,Thursday,Popular
Many,Few,Normal,Many,Many,Many,Normal,Lifestyle,Normal,Normal,Normal,Thursday,Popular
Many,Few,Many,Normal,Few,Many,Few,Entertainment,Normal,Many,Normal,Thursday,Unpopular
Many,Few,Normal,Few,Many,Many,Normal,Entertainment,Few,Few,Few,Thursday,Unpopular
Many,Few,Few,Many,Few,Many,Few,Business,Normal,Normal,Normal,Thursday,Unpopular
Few,Many,Many,Many,Many,Many,Many,Entertainment,Normal,Normal,Normal,Thursday,Unpopular
Few,Normal,Many,Many,Many,Many,Normal,Lifestyle,Normal,Normal,Normal,Thursday,Popular
Normal,Many,Many,Many,Many,Many,Normal,Lifestyle,Few,Many,Normal,Thursday,Popular
Normal,Normal,Normal,Few,Few,Many,Many,Business,Few,Few,Few,Thursday,Unpopular
Few,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Thursday,Popular
Normal,Normal,Normal,Few,Many,Many,Many,Business,Few,Few,Few,Thursday,Unpopular
Few,Many,Normal,Many,Many,Many,Few,Tech,Many,Normal,Normal,Thursday,Popular
Normal,Normal,Few,Normal,Many,Many,Few,World,Many,Normal,Many,Thursday,Popular
Normal,Normal,Few,Normal,Many,Many,Normal,Business,Normal,Normal,Normal,Thursday,Unpopular
Few,Normal,Normal,Normal,Many,Many,Normal,Entertainment,Normal,Normal,Normal,Thursday,Unpopular
Few,Normal,Few,Many,Many,Many,Many,Entertainment,Many,Normal,Many,Thursday,Popular
Few,Normal,Many,Many,Many,Many,Many,Entertainment,Normal,Normal,Normal,Thursday,Unpopular
Normal,Many,Many,Many,Many,Many,Normal,Business,Many,Normal,Normal,Thursday,Popular
Many,Normal,Normal,Many,Many,Many,Normal,Lifestyle,Normal,Many,Many,Thursday,Unpopular
Few,Normal,Normal,Many,Many,Many,Normal,Social Media,Many,Normal,Normal,Thursday,Unpopular
Many,Normal,Normal,Normal,Many,Many,Normal,Business,Normal,Normal,Normal,Thursday,Unpopular
Normal,Few,Few,Normal,Many,Many,Few,Tech,Few,Few,Few,Thursday,Popular
Many,Few,Few,Many,Few,Many,Few,Business,Normal,Normal,Normal,Thursday,Unpopular
Few,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Thursday,Popular
Few,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Thursday,Unpopular
Few,Normal,Normal,Normal,Many,Many,Normal,Business,Few,Few,Few,Thursday,Popular
Normal,Few,Few,Many,Many,Many,Few,Tech,Few,Few,Few,Thursday,Unpopular
Few,Few,Few,Normal,Few,Many,Normal,Entertainment,Normal,Normal,Normal,Thursday,Unpopular
Few,Normal,Normal,Normal,Many,Many,Normal,Business,Normal,Normal,Normal,Thursday,Popular
Few,Normal,Normal,Normal,Many,Many,Many,Lifestyle,Few,Few,Few,Thursday,Popular
Many,Normal,Few,Normal,Few,Many,Few,Tech,Many,Normal,Normal,Thursday,Unpopular
Few,Many,Many,Few,Many,Many,Normal,Tech,Few,Few,Few,Thursday,Popular
Many,Few,Few,Normal,Few,Many,Few,Tech,Normal,Normal,Normal,Thursday,Popular
Many,Few,Many,Normal,Many,Many,Normal,Tech,Normal,Normal,Normal,Thursday,Unpopular
Many,Normal,Few,Few,Many,Many,Normal,Business,Few,Few,Few,Thursday,Unpopular
Many,Normal,Normal,Many,Many,Many,Normal,Business,Few,Normal,Normal,Friday,Popular
Few,Normal,Normal,Few,Many,Many,Many,World,Few,Few,Few,Friday,Unpopular
Many,Normal,Normal,Many,Few,Many,Normal,Tech,Normal,Normal,Normal,Friday,Popular
Many,Many,Normal,Normal,Many,Many,Many,Business,Few,Few,Few,Friday,Unpopular
Normal,Normal,Normal,Many,Many,Many,Normal,Business,Normal,Normal,Normal,Friday,Popular
Normal,Normal,Normal,Many,Many,Many,Few,Lifestyle,Normal,Normal,Normal,Friday,Unpopular
Few,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Friday,Unpopular
Many,Few,Normal,Normal,Many,Many,Many,Tech,Normal,Normal,Normal,Friday,Popular
Many,Few,Few,Many,Few,Many,Few,Entertainment,Many,Normal,Normal,Friday,Popular
Many,Normal,Many,Many,Many,Many,Normal,Entertainment,Many,Normal,Many,Friday,Popular
Many,Normal,Few,Normal,Many,Many,Many,World,Many,Normal,Normal,Friday,Popular
Few,Normal,Many,Many,Many,Many,Few,Social Media,Many,Many,Many,Friday,Popular
Normal,Few,Normal,Many,Many,Many,Many,Entertainment,Normal,Normal,Normal,Friday,Unpopular
Normal,Few,Normal,Normal,Many,Many,Many,Tech,Normal,Normal,Normal,Friday,Unpopular
Normal,Normal,Normal,Many,Many,Many,Normal,Lifestyle,Normal,Normal,Normal,Friday,Popular
Normal,Normal,Few,Normal,Many,Many,Few,Tech,Many,Normal,Normal,Friday,Popular
Normal,Normal,Normal,Few,Many,Many,Many,World,Few,Few,Few,Friday,Unpopular
Many,Normal,Few,Many,Many,Many,Normal,Tech,Few,Few,Few,Friday,Popular
Few,Normal,Many,Many,Many,Many,Many,Social Media,Normal,Normal,Normal,Friday,Popular
Normal,Many,Many,Many,Many,Many,Many,World,Normal,Many,Normal,Friday,Unpopular
Few,Normal,Normal,Normal,Few,Many,Few,Lifestyle,Many,Normal,Normal,Friday,Unpopular
Few,Normal,Few,Many,Few,Many,Normal,Entertainment,Normal,Normal,Normal,Friday,Unpopular
Few,Few,Normal,Normal,Few,Many,Normal,Entertainment,Normal,Normal,Normal,Friday,Unpopular
Normal,Normal,Few,Few,Many,Many,Many,Entertainment,Few,Few,Few,Friday,Popular
Many,Normal,Normal,Many,Many,Many,Few,World,Few,Few,Few,Friday,Unpopular
Few,Many,Normal,Many,Many,Many,Normal,Lifestyle,Normal,Normal,Normal,Friday,Popular
Normal,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Friday,Popular
Normal,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Friday,Popular
Normal,Normal,Many,Many,Many,Many,Normal,Entertainment,Normal,Normal,Normal,Friday,Popular
Many,Normal,Normal,Few,Many,Many,Many,Tech,Few,Few,Few,Friday,Popular
Normal,Few,Normal,Normal,Many,Many,Many,Business,Few,Few,Few,Friday,Popular
Normal,Few,Few,Many,Many,Many,Few,Lifestyle,Few,Few,Few,Friday,Unpopular
Many,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Friday,Popular
Many,Normal,Many,Normal,Many,Many,Normal,Tech,Few,Normal,Few,Friday,Unpopular
Normal,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Friday,Unpopular
Normal,Normal,Normal,Many,Many,Many,Normal,World,Normal,Normal,Normal,Friday,Popular
Normal,Normal,Normal,Many,Few,Many,Normal,World,Normal,Many,Normal,Friday,Popular
Few,Few,Many,Few,Many,Many,Many,World,Few,Few,Few,Friday,Popular
Normal,Few,Normal,Many,Few,Many,Few,Social Media,Normal,Normal,Normal,Friday,Popular
Many,Few,Few,Normal,Many,Many,Few,Tech,Normal,Few,Few,Friday,Unpopular
Many,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Friday,Unpopular
Few,Normal,Few,Many,Few,Many,Normal,Tech,Few,Few,Few,Friday,Popular
Normal,Normal,Many,Many,Many,Many,Few,Tech,Normal,Normal,Normal,Friday,Popular
Many,Normal,Few,Normal,Many,Many,Few,Tech,Few,Few,Few,Friday,Popular
Few,Few,Many,Few,Many,Many,Many,World,Few,Few,Few,Saturday,Popular
Normal,Normal,Normal,Many,Many,Many,Normal,Tech,Normal,Normal,Normal,Saturday,Popular
Many,Normal,Few,Many,Many,Many,Many,Tech,Normal,Few,Normal,Saturday,Popular
Many,Many,Many,Many,Many,Many,Normal,Tech,Normal,Many,Normal,Saturday,Popular
Many,Normal,Normal,Many,Many,Many,Normal,Social Media,Normal,Normal,Normal,Saturday,Popular
Few,Normal,Normal,Many,Many,Many,Few,Tech,Few,Normal,Normal,Saturday,Popular
Normal,Many,Many,Few,Many,Many,Few,Business,Few,Few,Few,Saturday,Popular
Many,Few,Normal,Few,Few,Many,Few,Business,Few,Few,Few,Saturday,Popular
Many,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Saturday,Popular
Many,Normal,Few,Many,Few,Many,Few,Tech,Few,Few,Few,Saturday,Unpopular
Normal,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Saturday,Popular
Many,Many,Many,Many,Many,Many,Few,World,Normal,Many,Normal,Saturday,Popular
Normal,Many,Many,Many,Many,Many,Normal,Lifestyle,Few,Many,Normal,Saturday,Popular
Normal,Few,Normal,Many,Few,Many,Normal,World,Many,Normal,Normal,Saturday,Popular
Many,Many,Normal,Many,Many,Many,Few,Tech,Few,Few,Few,Saturday,Popular
Few,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Many,Saturday,Unpopular
Normal,Many,Many,Many,Many,Many,Normal,Tech,Few,Many,Normal,Saturday,Popular
Normal,Many,Normal,Many,Many,Many,Normal,World,Few,Few,Few,Sunday,Popular
Many,Normal,Many,Few,Many,Many,Normal,Business,Few,Few,Few,Sunday,Popular
Few,Few,Normal,Many,Many,Many,Many,Lifestyle,Many,Normal,Normal,Sunday,Popular
Many,Many,Many,Many,Many,Many,Few,Lifestyle,Few,Many,Normal,Sunday,Popular
Many,Few,Many,Normal,Few,Many,Many,World,Many,Normal,Normal,Sunday,Popular
Many,Few,Few,Normal,Many,Many,Normal,Entertainment,Normal,Normal,Normal,Sunday,Unpopular
Normal,Many,Many,Many,Many,Many,Many,Entertainment,Normal,Normal,Normal,Sunday,Unpopular
Normal,Normal,Normal,Many,Many,Many,Normal,Tech,Normal,Normal,Normal,Sunday,Popular
Many,Many,Normal,Normal,Many,Many,Few,Lifestyle,Normal,Normal,Normal,Sunday,Popular
Many,Normal,Many,Normal,Many,Many,Normal,Entertainment,Many,Many,Many,Sunday,Unpopular
Normal,Normal,Normal,Many,Many,Many,Normal,Tech,Few,Few,Few,Sunday,Popular
Normal,Normal,Normal,Many,Many,Many,Few,World,Many,Normal,Many,Sunday,Popular
